"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","portuguese","kreyol"
"","1661","audio-keyboard-response","164","213031","0.0-1.0-1.81","../audio/teste-vocab--76.mp3","s","arquivar","achive"
"","null","html-keyboard-response","165","213532","0.0-1.0-0.82","+","null","",""
"","1411","audio-keyboard-response","166","215067","0.0-1.0-1.82","../audio/teste-vocab--48.mp3","s","joia","bijou"
"","null","html-keyboard-response","167","215568","0.0-1.0-0.83","+","null","",""
"","1760","audio-keyboard-response","168","217415","0.0-1.0-1.83","../audio/teste-vocab--102.mp3","s","arrogante","arogan"
"","null","html-keyboard-response","169","217917","0.0-1.0-0.84","+","null","",""
"","1640","audio-keyboard-response","170","219732","0.0-1.0-1.84","../audio/teste-vocab--99.mp3","s","arqueólogo","akeyológ"
"","null","html-keyboard-response","171","220233","0.0-1.0-0.85","+","null","",""
"","1589","audio-keyboard-response","172","221983","0.0-1.0-1.85","../audio/teste-vocab--37.mp3","s","músico","mizisyen"
"","null","html-keyboard-response","173","222485","0.0-1.0-0.86","+","null","",""
"","1888","audio-keyboard-response","174","224525","0.0-1.0-1.86","../audio/teste-vocab--50.mp3","s","artista","atis"
"","null","html-keyboard-response","175","225026","0.0-1.0-0.87","+","null","",""
"","1731","audio-keyboard-response","176","226889","0.0-1.0-1.87","../audio/teste-vocab--113.mp3","s","ascender","limen"
"","null","html-keyboard-response","177","227391","0.0-1.0-0.88","+","null","",""
"","1760","audio-keyboard-response","178","229313","0.0-1.0-1.88","../audio/teste-vocab--123.mp3","s","emissão","emisyon"
"","null","html-keyboard-response","179","229814","0.0-1.0-0.89","+","null","",""
"","1600","audio-keyboard-response","180","231564","0.0-1.0-1.89","../audio/teste-vocab--54.mp3","s","arbusto","raje"
"","null","html-keyboard-response","181","232066","0.0-1.0-0.90","+","null","",""
"","1280","audio-keyboard-response","182","233472","0.0-1.0-1.90","../audio/teste-vocab--34.mp3","s","tronco","twon"
"","null","html-keyboard-response","183","233974","0.0-1.0-0.91","+","null","",""
"","1819","audio-keyboard-response","184","235876","0.0-1.0-1.91","../audio/teste-vocab--35.mp3","s","líquido","likid"
"","null","html-keyboard-response","185","236378","0.0-1.0-0.92","+","null","",""
"","1488","audio-keyboard-response","186","238035","0.0-1.0-1.92","../audio/teste-vocab--107.mp3","s","elo","emay"
"","null","html-keyboard-response","187","238537","0.0-1.0-0.93","+","null","",""
"","1661","audio-keyboard-response","188","240336","0.0-1.0-1.93","../audio/teste-vocab--41.mp3","s","médico","doktè,"
"","null","html-keyboard-response","189","240838","0.0-1.0-0.94","+","null","",""
"","1389","audio-keyboard-response","190","242397","0.0-1.0-1.94","../audio/teste-vocab--21.mp3","s","baleia","balèn"
"","null","html-keyboard-response","191","242898","0.0-1.0-0.95","+","null","",""
"","1632","audio-keyboard-response","192","244710","0.0-1.0-1.95","../audio/teste-vocab--47.mp3","s","envelope","anvlope"
"","null","html-keyboard-response","193","245211","0.0-1.0-0.96","+","null","",""
"","1699","audio-keyboard-response","194","247047","0.0-1.0-1.96","../audio/teste-vocab--60.mp3","s","secretaria","sekretè"
"","null","html-keyboard-response","195","247548","0.0-1.0-0.97","+","null","",""
"","1691","audio-keyboard-response","196","249381","0.0-1.0-1.97","../audio/teste-vocab--120.mp3","s","induzir","pwovoke"
"","null","html-keyboard-response","197","249882","0.0-1.0-0.98","+","null","",""
"","1440","audio-keyboard-response","198","251519","0.0-1.0-1.98","../audio/teste-vocab--18.mp3","s","abelha","myèl"
"","null","html-keyboard-response","199","252020","0.0-1.0-0.99","+","null","",""
