"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","class","status","answer","correct","trial","letters"
"","null","html-keyboard-response","160","421254","0.0-3.0-0.72","+","null","","","","","",""
"","1451","html-keyboard-response","161","422705","0.0-3.0-1.72","tênis","s","n","cog","word","S","exp","5"
"","null","html-keyboard-response","162","423207","0.0-3.0-0.73","+","null","","","","","",""
"","2378","html-keyboard-response","163","425586","0.0-3.0-1.73","viver","s","v","cog","word","S","exp","5"
"","null","html-keyboard-response","164","426092","0.0-3.0-0.74","+","null","","","","","",""
"","5349","html-keyboard-response","165","431441","0.0-3.0-1.74","ronronar","n","v","cog","word","S","exp","8"
"","null","html-keyboard-response","166","431943","0.0-3.0-0.75","+","null","","","","","",""
"","3962","html-keyboard-response","167","435905","0.0-3.0-1.75","cenada","s","null","noncog","pseudo","N","exp","null"
"","null","html-keyboard-response","168","436407","0.0-3.0-0.76","+","null","","","","","",""
"","2890","html-keyboard-response","169","439297","0.0-3.0-1.76","convidado","s","n","noncog","word","S","exp","9"
"","null","html-keyboard-response","170","439799","0.0-3.0-0.77","+","null","","","","","",""
"","2986","html-keyboard-response","171","442785","0.0-3.0-1.77","aemaça","n","null","noncog","pseudo","N","exp","null"
"","null","html-keyboard-response","172","443287","0.0-3.0-0.78","+","null","","","","","",""
"","1898","html-keyboard-response","173","445185","0.0-3.0-1.78","nacional","s","a","cog","word","S","exp","8"
"","null","html-keyboard-response","174","445686","0.0-3.0-0.79","+","null","","","","","",""
"","2571","html-keyboard-response","175","448258","0.0-3.0-1.79","matinal","s","a","cog","word","S","exp","7"
"","null","html-keyboard-response","176","448759","0.0-3.0-0.80","+","null","","","","","",""
"","3338","html-keyboard-response","177","452097","0.0-3.0-1.80","filosofia","s","n","cog","word","S","exp","9"
"","null","html-keyboard-response","178","452597","0.0-3.0-0.81","+","null","","","","","",""
"","2956","html-keyboard-response","179","455553","0.0-3.0-1.81","esperar","s","v","cog","word","S","exp","7"
"","null","html-keyboard-response","180","456054","0.0-3.0-0.82","+","null","","","","","",""
"","2827","html-keyboard-response","181","458881","0.0-3.0-1.82","refletir","n","v","cog","word","S","exp","8"
"","null","html-keyboard-response","182","459382","0.0-3.0-0.83","+","null","","","","","",""
"","2971","html-keyboard-response","183","462353","0.0-3.0-1.83","crolatário","n","null","noncog","pseudo","N","exp","null"
"","null","html-keyboard-response","184","462855","0.0-3.0-0.84","+","null","","","","","",""
"","1354","html-keyboard-response","185","464209","0.0-3.0-1.84","país","s","n","noncog","word","S","exp","4"
"","null","html-keyboard-response","186","464710","0.0-3.0-0.85","+","null","","","","","",""
"","3387","html-keyboard-response","187","468097","0.0-3.0-1.85","terdia","s","null","noncog","pseudo","N","exp","null"
"","null","html-keyboard-response","188","468598","0.0-3.0-0.86","+","null","","","","","",""
"","2571","html-keyboard-response","189","471170","0.0-3.0-1.86","lagoa","s","n","cog","word","S","exp","5"
"","null","html-keyboard-response","190","471671","0.0-3.0-0.87","+","null","","","","","",""
"","1210","html-keyboard-response","191","472881","0.0-3.0-1.87","morar","n","v","noncog","word","S","exp","5"
"","null","html-keyboard-response","192","473382","0.0-3.0-0.88","+","null","","","","","",""
"","2715","html-keyboard-response","193","476097","0.0-3.0-1.88","enxarto","s","null","noncog","pseudo","N","exp","null"
"","null","html-keyboard-response","194","476598","0.0-3.0-0.89","+","null","","","","","",""
"","2571","html-keyboard-response","195","479169","0.0-3.0-1.89","vitrive","n","null","noncog","pseudo","N","exp","null"
"","null","html-keyboard-response","196","479671","0.0-3.0-0.90","+","null","","","","","",""
"","1418","html-keyboard-response","197","481089","0.0-3.0-1.90","verde","s","a","noncog","word","S","exp","5"
"","null","html-keyboard-response","198","481590","0.0-3.0-0.91","+","null","","","","","",""
"","4171","html-keyboard-response","199","485762","0.0-3.0-1.91","bagunceira","n","a","noncog","word","S","exp","10"
"","null","html-keyboard-response","200","486262","0.0-3.0-0.92","+","null","","","","","",""
"","1706","html-keyboard-response","201","487969","0.0-3.0-1.92","temperar","s","v","noncog","word","S","exp","8"
"","null","html-keyboard-response","202","488471","0.0-3.0-0.93","+","null","","","","","",""
"","3194","html-keyboard-response","203","491665","0.0-3.0-1.93","macras","n","null","noncog","pseudo","N","exp","null"
"","null","html-keyboard-response","204","492167","0.0-3.0-0.94","+","null","","","","","",""
"","1994","html-keyboard-response","205","494161","0.0-3.0-1.94","revear","n","null","noncog","pseudo","N","exp","null"
"","null","html-keyboard-response","206","494662","0.0-3.0-0.95","+","null","","","","","",""
"","2107","html-keyboard-response","207","496769","0.0-3.0-1.95","tartos","s","null","noncog","pseudo","N","exp","null"
"","null","html-keyboard-response","208","497271","0.0-3.0-0.96","+","null","","","","","",""
"","1593","html-keyboard-response","209","498865","0.0-3.0-1.96","fusbão","s","null","noncog","pseudo","N","exp","null"
"","null","html-keyboard-response","210","499372","0.0-3.0-0.97","+","null","","","","","",""
"","2789","html-keyboard-response","211","502161","0.0-3.0-1.97","delomir","s","null","noncog","pseudo","N","exp","null"
"","null","html-keyboard-response","212","502662","0.0-3.0-0.98","+","null","","","","","",""
"","1515","html-keyboard-response","213","504177","0.0-3.0-1.98","oecano","s","null","noncog","pseudo","N","exp","null"
